Name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Eksätravägen 122,78.9,3,5686,1595000,20215,2023-09-29,Uppsala kommun,Södra Gottsunda,Lägenhet
Dragsjön 9,62.0,4,,1250000,,2023-09-29,,,
Snälltorpsgatan 6,116.0,5,,3900000,,2023-09-29,Eskilstuna kommun,Grangärdet,Villa
Näske 115,97.0,4,,605000,,2023-09-29,Örnsköldsviks kommun,Bjästa,Villa
Skellefteå-Brännvattnet 4:2,,,,,,,,,
Sofielundsplan 40,37.0,1,2033,2290000,61892,2023-09-29,Stockholms kommun,Johanneshov,Lägenhet
Solhagavägen 45,91.0,"3,5",,5620000,,2023-09-29,Stockholms kommun,Nälsta,Villa
Musikvägen 3,130.0,5,,350000,,2023-09-29,Örnsköldsviks kommun,Bjästa,Villa
Bruksgatan 73,141.0,5,,2100000,,2023-09-29,Högsby kommun,Fågelfors,Villa
Kopparmyntsgatan 9,55.0,2,4178,2100000,38182,2023-09-29,Göteborgs kommun,Högsbo,Lägenhet
Vasavägen 106,58.0,2,3622,1700000,29310,2023-09-29,Järfälla kommun,Jakobsberg,Lägenhet
Talldalsvägen 47A,133.0,6,6366,5350000,40226,2023-09-29,Huddinge kommun,Glömsta,Radhus
Äppelgränd 13,165.0,6,,3900000,,2023-09-29,Södertälje kommun,Södertälje,Villa
"Regeringsgatan 78, 4tr",117.0,3,3234,10500000,89744,2023-09-29,Stockholms kommun,Vasastan,Lägenhet
Nyponstigen 3L,106.8,4,5500,1075000,10066,2023-09-29,Ludvika kommun,Knutsbo,Lägenhet
Myren 110,116.0,5,,2500000,,2023-09-29,Vänersborgs kommun,Frändefors-Lantligt,Villa
Krokvägen 15,157.0,5,,1225000,,2023-09-29,Vindelns kommun,Vindeln,Villa
Örtugsgatan 66,200.0,7,,4000000,,2023-09-29,Norrköpings kommun,Kättsätter,Villa
Krämaregatan 3,63.5,2,4342,200000,3150,2023-09-29,Karlstads kommun,Molkom,Lägenhet
Malmsteinsgatan 15,109.0,4,,1775000,,2023-09-29,Säters kommun,Säter,Villa
Nämndemansvägen 8,133.0,6,,1300000,,2023-09-29,Vara kommun,Centralt,Villa
Getingstigen 2,151.0,5,,2640000,,2023-09-29,Nyköpings kommun,Bryngelstorp,Villa
Båtplatsvägen 6,146.0,4,,6000000,,2023-09-29,Östersunds kommun,Frösön,Villa
Elysörvägen 3,57.0,2,3163,1295000,22719,2023-09-29,Ale kommun,Bohus,Lägenhet
Hägerstensvägen 139,32.0,2,2307,3060000,95625,2023-09-29,Stockholms kommun,Aspudden,Lägenhet
Sandlåvägen 139,170.0,6,,1500000,,2023-09-29,Luleå kommun,Råneå,Villa
Vävarevägen 5,122.0,7,,7000000,,2023-09-29,Huddinge kommun,Segeltorp,Villa
Bergsmarksvägen 12,58.0,2,3538,5800000,100000,2023-09-29,Stockholms kommun,Kungsholmen - Stora Essingen,Lägenhet
Axelssonsvägen 74,120.0,4,,2495000,,2023-09-29,Hammarö kommun,Götetorp,Villa
Solfagravägen 9,78.0,4,4788,2400000,30769,2023-09-29,Huddinge kommun,Centrala Huddinge,Lägenhet
Nackstavägen 34B,76.0,3,5798,355000,4671,2023-09-29,Sundsvalls kommun,Nacksta,Lägenhet
Heimdallsvägen 21,78.5,3,5808,1495000,19045,2023-09-29,Södertälje kommun,Södertälje,Lägenhet
Storvretsvägen 85,88.0,3,4587,1850000,21023,2023-09-29,Huddinge kommun,Skogås,Lägenhet
Furudalsvägen 21,86.9,5,,3350000,,2023-09-29,Härryda kommun,Härryda,Villa
"Vattugatan 14A, 1 tr",35.0,"1,5",1745,2800000,80000,2023-09-29,Sundbybergs kommun,Centrala Sundbyberg,Lägenhet
Dalstavägen 9,131.0,5,,3400000,,2023-09-29,Nora kommun,Dalsta,Villa
Bärby byväg 43,167.0,5,,5600000,,2023-09-29,Västerås kommun,Mälardalen,Villa
Thorssons väg 24A,80.0,2,,3525000,,2023-09-29,Ystads kommun,Bellevue,Radhus
Rösegårdsgatan 150,132.0,5,,3000000,,2023-09-29,Västerås kommun,Västerås,Radhus
Pilgrimsvägen 54A,35.0,1,1950,2465000,70429,2023-09-29,Stockholms kommun,Aspudden,Lägenhet
Buss Johns väg 5,76.0,3,4816,3775000,49671,2023-09-29,Härryda kommun,Mölnlycke,Lägenhet
Nickstabadsvägen 18A,50.0,2,3821,1165000,23300,2023-09-29,Nynäshamns kommun,Nickstaviken,Lägenhet
Kolarevägen 3,92.0,5,,550000,,2023-09-29,Bengtsfors kommun,Billingsfors,Villa
Ryavägen 10,124.0,5,,4200000,,2023-09-29,Tyresö kommun,Trollbäcken,Villa
Ulvsbergsvägen 4,179.0,8,,7150000,,2023-09-29,Botkyrka kommun,Tullinge Lanthem,Villa
Arons Eriks väg 12,108.2,4,5550,1230000,11368,2023-09-29,Borlänge kommun,Skräddarbacken,Lägenhet
Trädgårdsvägen 6,101.0,4,,775000,,2023-09-29,Hedemora kommun,Vikmanshyttan,Villa
Björkhammar 12,141.0,5,,1700000,,2023-09-29,Skellefteå kommun,Kåge,Villa
Kommunalvägen 46,104.0,4,6648,4100000,39423,2023-09-29,Huddinge kommun,Huddinge,Lägenhet
Sturegatan 7B,60.0,2,3843,530000,8833,2023-09-29,Hjo kommun,Centrum,Lägenhet
Johan Peters väg 15,105.0,4,4872,2900000,27619,2023-09-29,Växjö kommun,Östra lugnet,Lägenhet
Sjöledsgatan 5,120.0,4,,3500000,,2023-09-29,Norrköpings kommun,Lindö,Villa
Vallgatan 26,58.5,2,3565,810000,13846,2023-09-29,Vänersborgs kommun,Nordstan,Lägenhet
Malmslund Malmsro 1,163.0,7,,4025000,,2023-09-29,Skara kommun,Skara,Gård/Skog
Flygfältsvägen 9,50.0,2,3620,2300000,46000,2023-09-29,Järfälla kommun,Barkarbystaden,Lägenhet
Salamandervägen 8A,93.0,4,5839,2795000,30054,2023-09-29,Västerås kommun,Gäddeholm,Lägenhet
Hamngatan 1,115.0,4,6780,3040000,26435,2023-09-29,Eskilstuna kommun,Centrum,Lägenhet
Engelbrektsgatan 6,150.0,5,7455,3200000,21333,2023-09-29,Gävle kommun,Gävle,Lägenhet
Runda vägen 25,37.2,1,3257,2225000,59812,2023-09-29,Stockholms kommun,Äppelviken,Lägenhet
Majorsgränd 3,191.0,7,,3100000,,2023-09-29,Sjöbo kommun,Södra Åsum,Villa
Solgatan 28,55.0,2,3500,600000,10909,2023-09-29,Hammarö kommun,Skoghall,Lägenhet
Thorells gata 8,33.5,1,2091,1550000,46269,2023-09-29,Linköpings kommun,Övre Vasastaden,Lägenhet
Upplysningens väg 15,52.0,2,3608,2010000,38654,2023-09-29,Upplands Väsby kommun,Centrala Väsby,Lägenhet
Hovås Allé 40,34.0,1,2698,1650000,48529,2023-09-29,Göteborgs kommun,Hovås,Lägenhet
Verkstadsgatan 4A,74.0,2,4842,5395000,72905,2023-09-29,Malmö kommun,Davidshall,Lägenhet
Björnlundavägen 4A,88.0,3,4114,3300000,37500,2023-09-29,Stockholms kommun,Örby,Lägenhet
Björstorp 13,46.0,3,,950000,,2023-09-29,Karlsborgs kommun,Björstorp,Villa
Scheelevägen 3K,77.0,3,4594,2775000,36039,2023-09-29,Lunds kommun,Tuna,Lägenhet
Björnsonsgatan 142,31.0,1,1713,1970000,63548,2023-09-29,Stockholms kommun,Blackeberg,Lägenhet
Landverk 158,67.0,2,,1700000,,2023-09-29,Krokoms kommun,Alsen/Landverk,Villa
Frithiofs väg 27,45.0,3,,1100000,,2023-09-29,Tomelilla kommun,Södra Björstorp,Fritidshus
Dyckertsgatan 8,60.0,2,3885,315000,5250,2023-09-29,Tidaholms kommun,Tidaholm,Lägenhet
Vegagatan 16A,79.1,3,5096,2400000,30341,2023-09-29,Norrtälje kommun,Kvisthamra-Gransäter,Lägenhet
Helgövägen 2,97.0,4,,5500000,,2023-09-29,Ekerö kommun,Ekerö Helgö,Villa
Vingagatan 6,51.0,2,3236,3100000,60784,2023-09-29,Göteborgs kommun,Majorna,Lägenhet
Långa slät 120,70.0,3,,1050000,,2023-09-29,,,
Nybynäsvägen 54,117.0,3,,4200000,,2023-09-29,Västerås kommun,Nybynäs,Villa
Krukmakargatan 71,61.0,2,2802,5300000,86885,2023-09-29,Stockholms kommun,Södermalm,Lägenhet
Östra nygatan 97B,55.0,2,3148,1395000,25364,2023-09-29,Skellefteå kommun,Älvsbacka,Lägenhet
Harpsundsvägen 82D,82.0,4,4448,3260000,39756,2023-09-29,Stockholms kommun,Högdalen,Lägenhet
Själlandsgatan 101,116.0,5,,4260000,,2023-09-29,Stockholms kommun,Kista,Radhus
Scoutvägen 31,163.0,7,,4500000,,2023-09-29,Karlskrona kommun,Bastasjö,Villa
Boglösa Ålsta 8 och 9,180.0,+147,,4800000,,2023-09-29,Enköpings kommun,Grillby,Gård/Skog
Vindarnas Väg 10D,57.0,3,3893,415000,7281,2023-09-29,Karlskoga kommun,Sandviken,Lägenhet
Karlavägen 29A,39.0,1,2400,2230000,57179,2023-09-29,Lidingö kommun,Hersby,Lägenhet
Klosterholmen 1,180.0,6,,4400000,,2023-09-29,Skövde kommun,Berg,Gård/Skog
"Västmannagatan 90, 2 tr",90.0,3,4773,11100000,123333,2023-09-29,Stockholms kommun,Vasastan,Lägenhet
Tomtebogatan 51,61.0,2,3218,7220000,118361,2023-09-29,Stockholms kommun,Vasastan - Birkastan,Lägenhet
Kärrtorpsvägen 26D,55.0,2,3470,3550000,64545,2023-09-29,Stockholms kommun,Kärrtorp,Lägenhet
Pilgrimsvägen 18,108.0,5,,900000,,2023-09-29,Bräcke kommun,Pilgrimstad,Villa
Kronobergsvägen 4,185.0,7,,1225000,,2023-09-29,Högsby kommun,Grönskåra,Villa
Nobelvägen 111 B,54.0,2,3644,1700000,31481,2023-09-29,Malmö kommun,Sorgenfri,Lägenhet
Utmålsvägen 10,124.0,7,,6650000,,2023-09-29,Partille kommun,Furulund,Villa
Norrtornsvägen 35,81.0,3,4412,835000,10309,2023-09-29,Oskarshamns kommun,Norrtorn,Lägenhet
Storgatan 60,99.0,5,,1650000,,2023-09-29,Tranemo kommun,Tranemo,Villa
"Bäckvägen 149, vån 3 / 3",26.0,1,2263,2100000,80769,2023-09-29,Stockholms kommun,Hägerstensåsen/Telefonplan,Lägenhet
Getfotsvägen 40,72.0,3,4472,3780000,52500,2023-09-29,Stockholms kommun,Enskede,Lägenhet
"Tomtebogatan 19, 4 tr",60.0,"2,5",933,6875000,114583,2023-09-29,Stockholms kommun,Vasastan - Birkastan,Lägenhet
Bäckebovägen 57,112.0,5,,2200000,,2023-09-29,Sundsvalls kommun,Bosvedjan,Radhus
Herrgårdsgatan 31A,50.0,2,3834,185000,3700,2023-09-29,Arboga kommun,Söder,Lägenhet
Ripsgången 4,117.0,4,4991,2650000,22650,2023-09-29,Halmstads kommun,Frennarp,Radhus
Gråbergsgatan 1,56.0,"1,5",3149,995000,17768,2023-09-29,Norrköpings kommun,Vilbergen,Lägenhet
Bävervägen 18,137.0,6,,2600000,,2023-09-29,Bodens kommun,Torpgärdan,Villa
Reveljgränd 23C,82.5,3,5174,800000,9697,2023-09-29,Östersunds kommun,Körfältet,Lägenhet
Hagstigen 10,126.0,5,,3800000,,2023-09-29,Nynäshamns kommun,Norra Nynäshamn,Villa
Jörgen Ankersgatan 16c,62.0,2,4563,3500000,56452,2023-09-29,Malmö kommun,Davidshall,Lägenhet
Storågränd 22A,69.5,2,3886,980000,14101,2023-09-29,Östersunds kommun,Torvalla/Fjällmon,Lägenhet
Krongatan 7,58.2,2,3013,1410000,24227,2023-09-29,Eskilstuna kommun,Västermalm-Nyfors,Lägenhet
Gimogatan 13C,80.0,3,3676,2500000,31250,2023-09-29,Uppsala kommun,Luthagen,Lägenhet
Aprikosgatan 139,121.0,4,,5025000,,2023-09-29,Göteborgs kommun,Fiskebäck - Bratthammar,Radhus
Kornheddingevägen 180-15,146.0,6,,5995000,,2023-09-29,Staffanstorps kommun,Mossheddinge,Villa
Nedre terrassgatan 59,84.0,3,,625000,,2023-09-29,Bengtsfors kommun,Billingsfors,Villa
Herrhagsvägen 401,79.0,3,5262,1550000,19620,2023-09-29,Uppsala kommun,Stenhagen,Lägenhet
"Rådjursstigen 26, 5 av 5",75.5,3,2810,4600000,60927,2023-09-29,Solna kommun,Bergshamra,Lägenhet
Stenkumlaväg 30,61.0,2,3607,2200000,36066,2023-09-29,Gotlands kommun,Gråbo,Lägenhet
Boulevarden 50,68.0,3,3835,3640000,53529,2023-09-29,Täby kommun,Täby Park,Lägenhet
Eriksgatan 19A,49.0,2,3827,1580000,32245,2023-09-29,Enköpings kommun,Centrum,Lägenhet
Sandhamnsgatan 75,100.0,4,5874,9600000,96000,2023-09-29,Stockholms kommun,Gärdet,Lägenhet
Vidåsvägen 30,176.0,6,,2175000,,2023-09-29,Falu kommun,Sågmyra,Villa
Lorensbergsgatan 4,97.0,3,6938,2950000,30412,2023-09-29,Borås kommun,Lorensberg,Lägenhet
Eriksgatan 18,149.0,6,,4350000,,2023-09-29,Höörs kommun,Höör - Centralt,Villa
Johannelundsvägen 22,57.0,2,3316,1875000,32895,2023-09-29,Stockholms kommun,Spånga - Sundby,Lägenhet
Trevebovägen 21,143.0,6,,4500000,,2023-09-29,Österåkers kommun,Åkerstorp,Villa
Offervägen 8,112.0,4,,2700000,,2023-09-29,Halmstads kommun,Vallås,Villa
Genvägen 17a,75.5,3,4011,800000,10596,2023-09-29,Gislaveds kommun,Centralt/Lundåkra,Lägenhet
Storgatan 67C,61.5,2,4965,950000,15447,2023-09-29,Sundsvalls kommun,Centralt,Lägenhet
Hultängsvägen 5,100.0,3,,2320000,,2023-09-29,Bollebygds kommun,Bollebygd,Villa
Hobrogatan 11,143.0,7,,3850000,,2023-09-29,Falköpings kommun,Vilhelmsro,Villa
Erikssund 543,160.0,6,,12400000,,2023-09-29,Sigtuna kommun,Sigtuna,Villa
Saxenvägen 11,63.0,3,,1150000,,2023-09-29,Ludvika kommun,SAXDALEN,Villa
Sandhamnsgatan 13,58.0,3,4570,4200000,72414,2023-09-29,Stockholms kommun,Gärdet,Lägenhet
Eskadervägen 12,81.0,3,4172,3275000,40432,2023-09-29,Täby kommun,Näsbypark,Lägenhet
Aprikosgatan 29,73.0,3,4943,2295000,31438,2023-09-29,Stockholms kommun,Hässelby Strand,Lägenhet
"Tuvvägen 19, 4tr",74.5,3,5354,2100000,28188,2023-09-29,Haninge kommun,Handen,Lägenhet
Schlytersvägen 69,23.0,1,1871,2300000,100000,2023-09-29,Stockholms kommun,Aspudden,Lägenhet
Näckrosvägen 4,161.0,6,,10897500,,2023-09-29,Danderyds kommun,Nora,Radhus
Lyckestigen 4,184.0,6,,2725000,,2023-09-29,Tidaholms kommun,Kungslena,Villa
Ramsjövägen 144,102.1,4,5743,2200000,21548,2023-09-29,Uppsala kommun,Björklinge,Lägenhet
Vesslevägen 15,152.0,6,,10500000,,2023-09-29,Täby kommun,Ensta,Villa
Snöågatan 1 A,75.0,3,3300,1465000,19533,2023-09-29,Borlänge kommun,Bullermyren-Hagalund,Lägenhet
Rosenstigen 18B,72.0,3,4038,1875000,26042,2023-09-29,Borås kommun,Trandared,Lägenhet
Kullaskogsvägen 7,55.1,2,3867,1995000,36207,2023-09-29,Vaxholms kommun,Vaxön,Lägenhet
Stabbegatan 28,86.5,"4,5",5434,3600000,41618,2023-09-29,Göteborgs kommun,Björkekärr,Lägenhet
Primusgatan 78,79.5,3,4635,6400000,80503,2023-09-29,Stockholms kommun,Lilla Essingen,Lägenhet
"Enskedevägen 166, 2 tr",67.0,2,4152,3600000,53731,2023-09-29,Stockholms kommun,Svedmyra/Enskede,Lägenhet
Mönnerum Björkäng,103.0,3,,2850000,,2023-09-29,Norrköpings kommun,Mönnerum,Villa
Stenunge Allé 17,84.0,3,4874,3650000,43452,2023-09-29,Stenungsunds kommun,Centralt,Lägenhet
Isbergs gata 24,91.0,3,3941,4600000,50549,2023-09-29,Malmö kommun,Dockan,Lägenhet
Rotuddsvägen 8,24.0,2,,2500000,,2023-09-29,Östersunds kommun,Rotudden - Frösön,Villa
Fogdegatan 4,58.0,2,3534,1295000,22328,2023-09-29,Västerås kommun,Karlsdal,Lägenhet
Mästertoppen 292,120.0,4,,2750000,,2023-09-29,Jokkmokks kommun,Kåbdalis,Villa
Vintervägen 26,39.0,2,2193,2900000,74359,2023-09-29,Solna kommun,Råsunda,Lägenhet
Graningevägen 44A,205.0,8,,25000000,,2023-09-29,Nacka kommun,Saltsjö-Boo,Villa
Breda gatan 35,64.0,5,,2250000,,2023-09-29,Hudiksvalls kommun,Östra Hudiksvall,Villa
Tranbärsgränd 16,77.5,3,5139,1350000,17419,2023-09-29,Östra Göinge kommun,Knislinge,Lägenhet
Hamnedavägen 18,132.0,5,,2095000,,2023-09-29,Ljungby kommun,Hamneda,Villa
Sjötorpsvägen 32,770.0,770,,1100000,,2023-09-29,Trelleborgs kommun,Skateholm/Beddingestrand,Tomt
Bågevägen 41C,83.0,3,5129,760000,9157,2023-09-29,Sundsvalls kommun,Bosvedjan,Lägenhet
Mörtsjöstigen 12,57.0,3,,995000,,2023-09-29,Lekebergs kommun,Torhyttan,Fritidshus
Kronoskogsvägen 57,77.0,3,4050,1900000,24675,2023-09-29,Umeå kommun,Grubbe,Lägenhet
Solbergsvägen 8,80.0,4,,600000,,2023-09-29,Nordanstigs kommun,Strömsbruk,Villa
Fivlered Drottensäng 5,105.0,4,,5600000,,2023-09-29,Falköpings kommun,Fivlered,Gård/Skog
Vikhemsvägen 7a,53.0,2,3232,1500000,28302,2023-09-29,Staffanstorps kommun,Vikhem,Lägenhet
Grevgatan 6A,69.0,2,2651,8200000,118841,2023-09-29,Stockholms kommun,Vid Strandvägen,Lägenhet
Odengatan 31B,46.5,"1,5",443,4400000,94624,2023-09-29,Stockholms kommun,Vasastan,Lägenhet
Vallhamra Torg 18,80.0,3,4841,3200000,40000,2023-09-29,Partille kommun,Sävedalen,Lägenhet
Backåsvägen 35,138.0,5,,7000000,,2023-09-29,Huddinge kommun,Länna,Villa
Tussmötevägen 146,88.0,4,5725,7500000,85227,2023-09-29,Stockholms kommun,Stureby - Enskede,Lägenhet
Svampstigen 22F,115.0,5,,1425000,,2023-09-29,Arvika kommun,Taserud-Arvika Östra,Radhus
Herrgårdsgatan 31A,50.0,2,3988,250000,5000,2023-09-29,Arboga kommun,Söder,Lägenhet
Stångjärnsvägen 6,46.0,2,3200,2525000,54891,2023-09-29,Stockholms kommun,Johannesfred,Lägenhet
Slettvägen 14,127.0,5,,4080000,,2023-09-29,Höganäs kommun,Strandbaden,Villa
"Furusundsgatan 16, 5tr",37.0,"1,5",1824,3900000,105405,2023-09-29,Stockholms kommun,Gärdet - Östermalm,Lägenhet
Rossviksgatan 3,108.0,4,,4700000,,2023-09-29,Malmö kommun,Rostorp,Villa
Regeringsgatan 70F,66.0,2,2710,6180000,93636,2023-09-29,Stockholms kommun,Norrmalm,Lägenhet
Sickla Kanalgata 6,107.0,5,5919,11370000,106262,2023-09-29,Stockholms kommun,Hammarby Sjöstad,Lägenhet
Dillvägen 1,156.0,7,,2850000,,2023-09-29,Bodens kommun,Sävast,Villa
Hultvägen 5,161.0,7,,2910000,,2023-09-29,Lysekils kommun,Brastad,Villa
Bäckvägen 120,103.5,4,7521,2100000,20290,2023-09-29,Burlövs kommun,Arlöv,Radhus
Rådjursvägen 1,78.0,3,,400000,,2023-09-29,Kramfors kommun,Skarpåkern/Bergom,Villa
Båtbyggargatan 7,80.5,4,4531,5575000,69255,2023-09-29,Stockholms kommun,Hammarby Sjöstad,Lägenhet
Tegvägen 6,173.0,5,,4100000,,2023-09-29,Karlshamns kommun,Asarumsdalen,Villa
Sadelmakarebyn 4 B,43.0,1,3868,930000,21628,2023-09-29,Malmö kommun,Bunkeflostrand,Lägenhet
Limhamnsvägen 10B,75.0,3,5403,4700000,62667,2023-09-29,Malmö kommun,Ribersborg,Lägenhet
Bärnstensgatan 11A,35.0,1,3098,750000,21429,2023-09-29,Helsingborgs kommun,Ättekulla,Lägenhet
Signalgatan 22A,28.0,1,1879,1330000,47500,2023-09-29,Gotlands kommun,Signalen - Södra Visby,Lägenhet
Tillbergaby 6,157.0,7,,4120000,,2023-09-29,Västerås kommun,Tillberga,Gård/Skog
Lejonets gata 374,34.0,1,2868,850000,25000,2023-09-29,Haninge kommun,Brandbergen,Lägenhet
Fahls väg 16,121.0,4,,2000000,,2023-09-29,Falköpings kommun,Valtorp,Villa
Södra Kungsgatan 34,70.5,2,3650,1950000,27660,2023-09-28,Luleå kommun,Centrum,Lägenhet
Tullgatan 10,56.0,2,3141,1200000,21429,2023-09-28,Luleå kommun,Centrum,Lägenhet
Anna Koskulls gata 3N,42.0,2,2503,1550000,36905,2023-09-28,Växjö kommun,Välle Broar,Lägenhet
Råstensgatan 4,38.0,"1,5",1805,2775000,73026,2023-09-28,Sundbybergs kommun,Centrala Sundbyberg,Lägenhet
Västergatan 18A,104.0,3,6131,3100000,29808,2023-09-28,Växjö kommun,Centrum,Lägenhet
Idrottsgatan 1B,63.5,2,4583,280000,4409,2023-09-28,Åstorps kommun,Åstorp,Lägenhet
Torskogsvägen 24,48.0,"1,5",4630,1875000,,2023-09-28,Göteborgs kommun,Torslanda - Lilleby,Villa
Storsjövägen 78,82.0,3,6213,4250000,51829,2023-09-28,Stockholms kommun,Årsta,Lägenhet
Sankt Olofsgatan 56,98.0,4,,3900000,,2023-09-28,Göteborgs kommun,Tolered,Villa
Blodboksgränd 17,142.0,5,5990,4450000,31338,2023-09-28,Stockholms kommun,Hässelby Norra Villastad,Radhus
Bällstavägen 207,132.0,7,,8825000,,2023-09-28,Stockholms kommun,Bromma Kyrka,Villa
Sunnemobacken 27,96.0,4,,5400000,,2023-09-28,Stockholms kommun,Farsta,Radhus
Grevgatan 37,118.0,4,4417,13000000,110169,2023-09-28,Stockholms kommun,Östermalm,Lägenhet
Asperögatan 8A,36.0,1,2580,2025000,56250,2023-09-28,Göteborgs kommun,Sandarna,Lägenhet
Hällbygatan 32 C,22.5,1,1525,1350000,60000,2023-09-28,Uppsala kommun,Luthagen,Lägenhet
Repslagargatan 12A,91.5,4,5584,7995000,87377,2023-09-28,Stockholms kommun,Maria,Lägenhet
Tors gränd 13,64.0,3,3949,2837500,44336,2023-09-28,Malmö kommun,Hyllie,Lägenhet
Stäkshöjden 33,123.0,6,4246,4700000,38211,2023-09-28,Järfälla kommun,Stäket,Radhus
Sörmlandsvägen 4,65.5,2,4953,2550000,38931,2023-09-28,Sollentuna kommun,Sollentuna Edsängen,Lägenhet
Åsgatan 6C,79.5,3,4414,1075000,13522,2023-09-28,Avesta kommun,Jämtbo-Sågbo,Lägenhet
"Tottvägen 4B, vån 4 av 4",44.0,2,2575,4375000,99432,2023-09-28,Solna kommun,Gamla Råsunda,Lägenhet
Lövskogsvägen 1,55.0,2,3709,2495000,45364,2023-09-28,Tyresö kommun,Tyresö Skogsstad,Lägenhet
Grönvägen 3D,59.5,2,2778,1195000,20084,2023-09-28,Burlövs kommun,Arlöv,Lägenhet
"Mörbylund 19, 6 tr",37.0,"1,5",2712,2495000,67432,2023-09-28,Danderyds kommun,Mörbylund,Lägenhet
"Sandfjärdsgatan 68, 7tr",88.0,4,4103,4500000,51136,2023-09-28,Stockholms kommun,Årsta,Lägenhet
Alriksgatan 6B,75.0,3,4757,3010000,40133,2023-09-28,Uppsala kommun,Höganäs,Lägenhet
Kronotorpsgatan 1,92.0,5,,4000000,,2023-09-28,Göteborgs kommun,Bräcke,Radhus
Loftvägen 8,83.4,4,4532,1805000,21643,2023-09-28,Huddinge kommun,Skogås,Lägenhet
Trädgårdsgatan 11,94.0,4,,1610000,,2023-09-28,Hässleholms kommun,Hässleholm - Stattena,Villa
Rubingatan 4,177.0,6,,3500000,,2023-09-28,Hallstahammars kommun,Duvhällarna,Villa
Södra Hagstavägen 71,154.0,5,,1225000,,2023-09-28,Gävle kommun,Hamrångefjärden,Villa
Solviksvägen 6 A,54.0,2,3690,400000,7407,2023-09-28,Ystads kommun,Köpingebro,Lägenhet
Lövhagsgatan  59,84.0,3,5935,780000,9286,2023-09-28,Västerås kommun,Råby,Lägenhet
Slagstavägen 15,119.0,4,,3400000,,2023-09-28,Botkyrka kommun,Botkyrka-slagsta,Radhus
"Kungstensgatan 57, 4 tr",157.0,5,4447,16750000,106688,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Varmfrontsgatan 10,70.0,3,4151,2285000,32643,2023-09-28,Göteborgs kommun,Länsmansgården,Lägenhet
Herrebergavägen 12-3,97.0,4,,2080000,,2023-09-28,Sjöbo kommun,Blentarp,Villa
Trelleborgsgatan 4 B,86.0,"3,5",5845,2900000,33721,2023-09-28,Malmö kommun,Folkets Park,Lägenhet
Klareborgsgatan 34 C,76.0,3,1917,5380000,70789,2023-09-28,Göteborgs kommun,Majorna,Lägenhet
Gnejsvägen 3,99.5,4,5382,3050000,30653,2023-09-28,Sigtuna kommun,Sigtuna - Til,Radhus
Svalvägen 3,120.0,6,,2675000,,2023-09-28,Botkyrka kommun,Grödinge,Radhus
"Döbelnsgatan 67B, 5 / 5 tr",36.4,2,1374,4735000,130082,2023-09-28,Stockholms kommun,Vasastan,Lägenhet
Lindsbergsgatan 3B,53.0,2,3450,2150000,40566,2023-09-28,Uppsala kommun,Sommarro,Lägenhet
Karlbergsvägen 87,64.0,2,3538,6210000,97031,2023-09-28,Stockholms kommun,Vasastan - Birkastan,Lägenhet
Dalbovägen 9A,73.0,3,4052,1050000,14384,2023-09-28,Växjö kommun,Dalbo,Lägenhet
Sigfrid Edströms gata 60,103.0,4,,2210000,,2023-09-28,Västerås kommun,Hammarby,Radhus
"Lindhagensterrassen 19, 8 tr",97.0,4,4132,8535000,87990,2023-09-28,Stockholms kommun,Kungsholmen,Lägenhet
Kvartalsvägen 20,104.0,4,6954,2780000,26731,2023-09-28,Järfälla kommun,Jakobsberg,Lägenhet
Farstavägen 179,60.0,2,4414,2000000,33333,2023-09-28,Stockholms kommun,Farsta,Lägenhet
Fredriksbergsvägen 9,77.0,3,4158,3850000,50000,2023-09-28,Stockholms kommun,Bromma Mariehäll,Lägenhet
Kompanigatan 3,124.0,5,,2200000,,2023-09-28,Svalövs kommun,Norrevång,Villa
Olle Rökares gränd 5,126.0,6,,3300000,,2023-09-28,Arvika kommun,Haga,Villa
Irisgatan 56,80.0,3,4286,1075000,13438,2023-09-28,Örebro kommun,Mellringe,Lägenhet
Grevgatan 20F,93.0,3,6829,3600000,38710,2023-09-28,Nynäshamns kommun,Trehörningen,Lägenhet
"Ågesta Broväg 40, vån 3",47.5,2,3918,2570000,54105,2023-09-28,Stockholms kommun,Farsta,Lägenhet
Östervärnsgatan 16C,73.5,"3,5",4275,2650000,36054,2023-09-28,Malmö kommun,Östervärn,Lägenhet
Knypplerskevägen 18,42.0,2,3937,2480000,59048,2023-09-28,Stockholms kommun,Åkeshov,Lägenhet
Backvägen 10,130.0,5,,4400000,,2023-09-28,Lunds kommun,Dalby,Villa
Bruksgatan 19,128.0,6,,2350000,,2023-09-28,Hörby kommun,Centralt,Villa
Hökvägen 21,52.0,2,,670000,,2023-09-28,Finspångs kommun,Bränntorp,Fritidshus
Drakengatan 7,73.5,3,5582,2920000,39728,2023-09-28,Järfälla kommun,Barkarbystaden,Lägenhet
Silkefruns väg 9,139.0,5,,5300000,,2023-09-28,Staffanstorps kommun,Nordanå,Villa
Öregrundsgatan 18,76.0,3,3680,5900000,77632,2023-09-28,Stockholms kommun,Östermalm / Gärdet,Lägenhet
